# x_m, y_m, w_tr_right_m, w_tr_left_m
0.0, 0.0, 1.1, 1.1
-0.3782178271862051, 0.13013250349472827, 1.1, 1.1
-0.7568670966008071, 0.2590022615320038, 1.1, 1.1
-1.136646139293937, 0.3844973393215767, 1.1, 1.1
-1.518254121467237, 0.5043030883234962, 1.1, 1.1
-1.902376280359789, 0.6157618108491434, 1.1, 1.1
-2.2896481627703054, 0.715691805083047, 1.1, 1.1
-2.6806567669307384, 0.799737334699536, 1.1, 1.1
-3.075593298075546, 0.8626114358055688, 1.1, 1.1
-3.4739848784525194, 0.8967278849188389, 1.1, 1.1
-3.8737040785297623, 0.8922847662909916, 1.1, 1.1
-4.269318964411994, 0.8362084779522903, 1.1, 1.1
-4.649697212442717, 0.7146143086941379, 1.1, 1.1
-4.99749916343481, 0.5186556288329811, 1.1, 1.1
-5.300263983957322, 0.25815634076353433, 1.1, 1.1
-5.55805800513312, -0.04718424962386081, 1.1, 1.1
-5.776529645054509, -0.3819697610107369, 1.1, 1.1
-5.962603240927841, -0.7358980542441884, 1.1, 1.1
-6.122058332818263, -1.102637685416731, 1.1, 1.1
-6.260409329218682, -1.477874789430814, 1.1, 1.1
-6.381452485009241, -1.859067998296517, 1.1, 1.1
-6.487993413564908, -2.2445772295315223, 1.1, 1.1
-6.58281430975763, -2.63313998474262, 1.1, 1.1
-6.667913992546197, -3.0239510486478522, 1.1, 1.1
-6.744993547839854, -3.416425897170299, 1.1, 1.1
-6.815525593075279, -3.8101324166778454, 1.1, 1.1
-6.880484940931268, -4.20479749623717, 1.1, 1.1
-6.940063047057123, -4.600310850046043, 1.1, 1.1
-6.994261526469273, -4.996597484176668, 1.1, 1.1
-7.043053360538764, -5.393586273833257, 1.1, 1.1
-7.086422897324354, -5.791203851065163, 1.1, 1.1
-7.124446008677701, -6.189367999543599, 1.1, 1.1
-7.157152396206513, -6.588004084119476, 1.1, 1.1
-7.184579347300598, -6.987038444749004, 1.1, 1.1
-7.206699041060226, -7.386402330299418, 1.1, 1.1
-7.223579857433684, -7.7860218409789255, 1.1, 1.1
-7.235334789353445, -8.185824933270112, 1.1, 1.1
-7.242027328895048, -8.585745168638574, 1.1, 1.1
-7.243595808362272, -8.98571840609641, 1.1, 1.1
-7.2402595912978285, -9.385680648769721, 1.1, 1.1
-7.232103891803327, -9.785573968851239, 1.1, 1.1
-7.2190767619460985, -10.185338349415545, 1.1, 1.1
-7.201426482937499, -10.584925222274315, 1.1, 1.1
-7.179209654980816, -10.984284404496151, 1.1, 1.1
-7.152483264986756, -11.383367272124815, 1.1, 1.1
-7.121466926844121, -11.782139807574268, 1.1, 1.1
-7.086156632474804, -12.180555194001009, 1.1, 1.1
-7.046779497067064, -12.578589276611247, 1.1, 1.1
-7.003415886233128, -12.97620891073133, 1.1, 1.1
-6.956202590939995, -13.373389965297676, 1.1, 1.1
-6.905307511008786, -13.770116147340353, 1.1, 1.1
-6.850815059189472, -14.166364379117155, 1.1, 1.1
-6.79294410133901, -14.562133406566645, 1.1, 1.1
-6.731756864668618, -14.957403441457053, 1.1, 1.1
-6.667494343812791, -15.352185252802492, 1.1, 1.1
-6.6002197013450115, -15.746465066735773, 1.1, 1.1
-6.53017433754021, -16.140262166124536, 1.1, 1.1
-6.457439042638377, -16.533571432174796, 1.1, 1.1
-6.382240431397015, -16.926417228589678, 1.1, 1.1
-6.3046877529199605, -17.318805201792586, 1.1, 1.1
-6.224983664684579, -17.71076188434474, 1.1, 1.1
-6.143271310710098, -18.102304927954066, 1.1, 1.1
-6.0597258201270705, -18.49346097933948, 1.1, 1.1
-5.974524621433581, -18.884259815139124, 1.1, 1.1
-5.887817035039603, -19.27472724114046, 1.1, 1.1
-5.799807908323686, -19.66490343005683, 1.1, 1.1
-5.710634866596735, -20.054815309280002, 1.1, 1.1
-5.620505695183439, -20.44450731792076, 1.1, 1.1
-5.529584667712811, -20.83401537551758, 1.1, 1.1
-5.438053465769968, -21.223380523367965, 1.1, 1.1
-5.346100391671392, -21.61264627713262, 1.1, 1.1
-5.25390267099629, -22.001854170075717, 1.1, 1.1
-5.16165326816413, -22.391049818757118, 1.1, 1.1
-5.069538068677396, -22.780277246835247, 1.1, 1.1
-4.977756043719907, -23.169583357949968, 1.1, 1.1
-4.886494135250764, -23.559011696918212, 1.1, 1.1
-4.795951354643421, -23.948607833453778, 1.1, 1.1
-4.706341207110441, -24.338419490235495, 1.1, 1.1
-4.617850451613421, -24.728486717423095, 1.1, 1.1
-4.530686713739108, -25.11885257740567, 1.1, 1.1
-4.4450883621184545, -25.509564593448587, 1.1, 1.1
-4.361239905522737, -25.900655754100853, 1.1, 1.1
-4.2793560869528875, -26.292162896848644, 1.1, 1.1
-4.199687245877811, -26.684126683646056, 1.1, 1.1
-4.122446284991383, -27.076575946617936, 1.1, 1.1
-4.047844689913269, -27.46953530714785, 1.1, 1.1
-3.976112193488568, -27.863028450627098, 1.1, 1.1
-3.9075270368519597, -28.257082224986334, 1.1, 1.1
-3.8422978940451884, -28.651705113651126, 1.1, 1.1
-3.78065271255727, -29.046903464102606, 1.1, 1.1
-3.7228330178176563, -29.442679475371236, 1.1, 1.1
-3.669104497893045, -29.83903153386572, 1.1, 1.1
-3.6197338823005083, -30.235949662398426, 1.1, 1.1
-3.574927478510787, -30.63340846261749, 1.1, 1.1
-3.53493029771991, -31.03137969435236, 1.1, 1.1
-3.4999861592991266, -31.429826290391983, 1.1, 1.1
-3.4703553577272643, -31.82870318390224, 1.1, 1.1
-3.4463129638913585, -32.22795551715416, 1.1, 1.1
-3.4280420993584926, -32.62751296819989, 1.1, 1.1
-3.4157701306478003, -33.027299220720174, 1.1, 1.1
-3.4097167830782666, -33.42722779824339, 1.1, 1.1
-3.4100925559874966, -33.82720214324738, 1.1, 1.1
-3.4171766304868996, -34.22711371070778, 1.1, 1.1
-3.43109602041374, -34.62684499252546, 1.1, 1.1
-3.452013270135062, -35.02627068862542, 1.1, 1.1
-3.4800862125628242, -35.42525719760474, 1.1, 1.1
-3.515461030170499, -35.82366309211372, 1.1, 1.1
-3.5583756036489547, -36.221327216493506, 1.1, 1.1
-3.608822694270927, -36.61810523011793, 1.1, 1.1
-3.66688336452863, -37.01384065827868, 1.1, 1.1
-3.7326471949068107, -37.40836962278743, 1.1, 1.1
-3.8062648816106304, -37.801508476362784, 1.1, 1.1
-3.887612212526612, -38.19312034841981, 1.1, 1.1
-3.97660502749288, -38.58306685302355, 1.1, 1.1
-4.073212699692327, -38.971197074449265, 1.1, 1.1
-4.177070116385423, -39.357450329485424, 1.1, 1.1
-4.2881168140017465, -39.74169899639224, 1.1, 1.1
-4.406217256770624, -40.12383841826944, 1.1, 1.1
-4.5311459532023335, -40.50380093196391, 1.1, 1.1
-4.662979510408292, -40.88142325952198, 1.1, 1.1
-4.801407649585343, -41.25667828626925, 1.1, 1.1
-4.946543922573511, -41.62939035279379, 1.1, 1.1
