# x_m, y_m, w_tr_right_m, w_tr_left_m
0.0, 0.0, 1.1, 1.1
0.022243540472331347, 0.39937248595476404, 1.1, 1.1
0.043971190330310606, 0.798773287122124, 1.1, 1.1
0.06438665238887609, 1.1982430720882675, 1.1, 1.1
0.08266911296678359, 1.597815729974812, 1.1, 1.1
0.09795201278889465, 1.997513695606962, 1.1, 1.1
0.10929552290603795, 2.3973419194206826, 1.1, 1.1
0.11565543573928494, 2.797279200810472, 1.1, 1.1
0.11584684990570793, 3.1972654130129072, 1.1, 1.1
0.10847502992905333, 3.5971817188332835, 1.1, 1.1
0.09174158294776191, 3.9968116055775056, 1.1, 1.1
0.0637869785003744, 4.395806625847399, 1.1, 1.1
0.02221811069813384, 4.79360642147757, 1.1, 1.1
-0.036594199021593, 5.189210566587761, 1.1, 1.1
-0.1162791941414838, 5.581115338822855, 1.1, 1.1
-0.2221968516271744, 5.966718078992649, 1.1, 1.1
-0.3610654853261508, 6.341642799315025, 1.1, 1.1
-0.5405879548156491, 6.698770124989089, 1.1, 1.1
-0.7692731632886023, 7.02638481784976, 1.1, 1.1
-1.051544545726614, 7.3088636832780765, 1.1, 1.1
-1.3831446531893334, 7.531445669280188, 1.1, 1.1
-1.7491264192937166, 7.691763329477084, 1.1, 1.1
-2.1342979224931184, 7.798584569338395, 1.1, 1.1
-2.529190506739141, 7.861208186293645, 1.1, 1.1
-2.9280809003166723, 7.889451483404365, 1.1, 1.1
-3.328010112592338, 7.890576394468745, 1.1, 1.1
-3.727438336178963, 7.870140768059258, 1.1, 1.1
-4.1256643235437735, 7.832882723526637, 1.1, 1.1
-4.522352394983088, 7.781714559884499, 1.1, 1.1
-4.91746106953336, 7.719484643529341, 1.1, 1.1
-5.311051743610562, 7.648260977037218, 1.1, 1.1
-5.703246472375966, 7.56969861648858, 1.1, 1.1
-6.094206063753305, 7.485194552706609, 1.1, 1.1
-6.484111389005633, 7.395946434330632, 1.1, 1.1
-6.873152632496655, 7.303000183383702, 1.1, 1.1
-7.261523536219244, 7.20728904346317, 1.1, 1.1
-7.649418761693639, 7.109666281888984, 1.1, 1.1
-8.037033165408701, 7.010933439492405, 1.1, 1.1
-8.424560568777068, 6.911859378947966, 1.1, 1.1
-8.812153203434484, 6.813040902193109, 1.1, 1.1
-9.199852973128976, 6.714643600162184, 1.1, 1.1
-9.587661769431676, 6.6166768789789, 1.1, 1.1
