# x_m, y_m, w_tr_right_m, w_tr_left_m
0.0, 0.0, 1.1, 1.1
-0.26608543197615475, -0.2986313965165621, 1.1, 1.1
-0.5314555327068717, -0.5978985919411635, 1.1, 1.1
-0.7960394436728784, -0.897861074145947, 1.1, 1.1
-1.0597558886329637, -1.1985864485648712, 1.1, 1.1
-1.3225559790585635, -1.5001129047397548, 1.1, 1.1
-1.5843548919097223, -1.8025090152388543, 1.1, 1.1
-1.8450881179288494, -2.105824409145253, 1.1, 1.1
-2.104698933956616, -2.410101030368139, 1.1, 1.1
-2.363082955366764, -2.7154200574826497, 1.1, 1.1
-2.620204339197411, -3.021803087826644, 1.1, 1.1
-2.8759690535060223, -3.3293195346669826, 1.1, 1.1
-3.1303062181866856, -3.6380176247793585, 1.1, 1.1
-3.383158649863706, -3.9479330137630804, 1.1, 1.1
-3.634408751913554, -4.2591487712112155, 1.1, 1.1
-3.88402491738184, -4.5716764952078, 1.1, 1.1
-4.131895478203482, -4.885590464005158, 1.1, 1.1
-4.377990362980675, -5.200898355227501, 1.1, 1.1
-4.622311861385526, -5.517582428179857, 1.1, 1.1
-4.8648264883095536, -5.835652297642731, 1.1, 1.1
-5.1055767187917205, -6.1550597398262585, 1.1, 1.1
-5.34451599543484, -6.475824180647747, 1.1, 1.1
-5.581670630091409, -6.79791027297075, 1.1, 1.1
-5.817032128872128, -7.1213090531183045, 1.1, 1.1
-6.0505711496440355, -7.446026337306693, 1.1, 1.1
-6.282319695637387, -7.772023890247025, 1.1, 1.1
-6.512227904418214, -8.099321955645845, 1.1, 1.1
-6.740314564717028, -8.427891956669713, 1.1, 1.1
-6.966574119174595, -8.75772285654788, 1.1, 1.1
-7.1909572845111, -9.088833097710081, 1.1, 1.1
-7.413495865988299, -9.421185842524967, 1.1, 1.1
-7.634154693754468, -9.754789619834465, 1.1, 1.1
-7.852963983594506, -10.08960948356596, 1.1, 1.1
-8.0702711752545, -10.425406460524657, 1.1, 1.1
-8.28654486079845, -10.761870217894419, 1.1, 1.1
-8.502297388129932, -11.098668492814298, 1.1, 1.1
-8.718038329705035, -11.435474191558214, 1.1, 1.1
-8.934278734580708, -11.771959344568055, 1.1, 1.1
-9.151534753676003, -12.107789439225789, 1.1, 1.1
-9.370289360320246, -12.442645016141352, 1.1, 1.1
-9.591054053171728, -12.776178468632963, 1.1, 1.1
-9.814309788981376, -13.108049109394178, 1.1, 1.1
-10.040475115424133, -13.437943277016267, 1.1, 1.1
-10.270044920711335, -13.765476902353843, 1.1, 1.1
-10.503391303476668, -14.090329859979668, 1.1, 1.1
-10.74086198080164, -14.412179836061092, 1.1, 1.1
-10.982905220361609, -14.730604482580954, 1.1, 1.1
-11.229691268568903, -15.04536680649472, 1.1, 1.1
-11.481621843667686, -15.356026197467997, 1.1, 1.1
-11.738797923980247, -15.662356320163864, 1.1, 1.1
-12.00151427492197, -15.96394786696516, 1.1, 1.1
-12.269780889460542, -16.260612723619627, 1.1, 1.1
-12.543806465111942, -16.55196651498232, 1.1, 1.1
-12.822711026867388, -16.83865689939747, 1.1, 1.1
-13.104848398745894, -17.12217020583261, 1.1, 1.1
-13.388406560265992, -17.40426406115273, 1.1, 1.1
-13.671700003330606, -17.686623502747405, 1.1, 1.1
-13.952973969974849, -17.970992421066057, 1.1, 1.1
-14.230455674176241, -18.259058477426567, 1.1, 1.1
-14.502146459673128, -18.552585849067427, 1.1, 1.1
-14.765614166071302, -18.853505672453498, 1.1, 1.1
-15.018306465112325, -19.16351444437966, 1.1, 1.1
-15.256668474665503, -19.484653697394478, 1.1, 1.1
-15.476834474339817, -19.81849835152554, 1.1, 1.1
-15.674147178522233, -20.166310036554016, 1.1, 1.1
-15.842748122845215, -20.528877636349133, 1.1, 1.1
-15.97674332838423, -20.905556687665683, 1.1, 1.1
-16.070696756573838, -21.294111147554858, 1.1, 1.1
-16.120735886041196, -21.690706924498972, 1.1, 1.1
-16.129434675201352, -22.090440618069128, 1.1, 1.1
-16.104938829301048, -22.48958117935563, 1.1, 1.1
-16.05654737631731, -22.88657157669582, 1.1, 1.1
-15.990727511454189, -23.28107417992622, 1.1, 1.1
-15.913863617101669, -23.6735880461826, 1.1, 1.1
-15.830879058563745, -24.064861098850223, 1.1, 1.1
-15.746637250835128, -24.45586673730932, 1.1, 1.1
-15.665692775469914, -24.84756478185097, 1.1, 1.1
-15.593162499977929, -25.240897273503787, 1.1, 1.1
-15.53416302363295, -25.636467886344352, 1.1, 1.1
-15.495620706027623, -26.034518622476625, 1.1, 1.1
-15.48460214965204, -26.43422881772783, 1.1, 1.1
-15.510703044242497, -26.83316867781547, 1.1, 1.1
-15.583323428594774, -27.22618778873781, 1.1, 1.1
-15.710267186420936, -27.605031299524104, 1.1, 1.1
-15.893994116830918, -27.959820904022802, 1.1, 1.1
-16.125339805404643, -28.28578716122356, 1.1, 1.1
-16.389847697766655, -28.58561675119061, 1.1, 1.1
