# x_m, y_m, w_tr_right_m, w_tr_left_m
0.0, 0.0, 1.1, 1.1
0.38854726165682507, 0.09498020126852857, 1.1, 1.1
0.77651393873073, 0.19230367509906543, 1.1, 1.1
1.1638345463932183, 0.29216697810536196, 1.1, 1.1
1.5504142690790843, 0.3948607199096905, 1.1, 1.1
1.9361610637143514, 0.50063875352045, 1.1, 1.1
2.3209798989585124, 0.6097430300120035, 1.1, 1.1
2.7047403954809255, 0.7225132051083403, 1.1, 1.1
3.0872551776967896, 0.8394381581730768, 1.1, 1.1
3.468344191364494, 0.960926514579322, 1.1, 1.1
3.847770290846583, 1.087509279599911, 1.1, 1.1
4.225221632835499, 1.219860355530476, 1.1, 1.1
4.600296037072269, 1.3587997019088824, 1.1, 1.1
4.972466636852772, 1.505333433852197, 1.1, 1.1
5.341031768990504, 1.660706163744555, 1.1, 1.1
5.70489062006375, 1.826786851371847, 1.1, 1.1
6.062677390125145, 2.0055526709914187, 1.1, 1.1
6.411989105424595, 2.200321255059019, 1.1, 1.1
6.749231223702353, 2.4152423653925794, 1.1, 1.1
7.067851331100954, 2.6567787544516293, 1.1, 1.1
7.35540240135991, 2.934286160972512, 1.1, 1.1
7.586434115300094, 3.2596782234992725, 1.1, 1.1
7.711024851775889, 3.637383021655282, 1.1, 1.1
7.681102955999037, 4.0336052044749, 1.1, 1.1
7.523441088747703, 4.399907795580974, 1.1, 1.1
7.292576697720449, 4.725981875585014, 1.1, 1.1
7.0202296162606785, 5.018657475137209, 1.1, 1.1
6.722909525143848, 5.286070341590094, 1.1, 1.1
6.4089888398468275, 5.53385786364898, 1.1, 1.1
6.083452296595922, 5.766215073166489, 1.1, 1.1
5.749170968702586, 5.985827991115615, 1.1, 1.1
5.408301028807756, 6.195080235475777, 1.1, 1.1
5.062133122930518, 6.395457165367306, 1.1, 1.1
4.71160892639098, 6.5881183265321654, 1.1, 1.1
4.357504051657969, 6.774119732141683, 1.1, 1.1
4.000346564160367, 6.954192466996319, 1.1, 1.1
3.640564265472733, 7.128962901062698, 1.1, 1.1
3.2785101206056027, 7.298977553934449, 1.1, 1.1
2.9144591813874854, 7.464674286711073, 1.1, 1.1
2.548633800653292, 7.62641723750501, 1.1, 1.1
2.181191802640271, 7.784454556447339, 1.1, 1.1
1.812283980979629, 7.9390393733524665, 1.1, 1.1
1.4420644282763675, 8.090455938738293, 1.1, 1.1
1.0706363292914034, 8.238884188867718, 1.1, 1.1
0.6980571613243711, 8.384399434725587, 1.1, 1.1
0.3244215459818065, 8.52717988062615, 1.1, 1.1
-0.05023467165433715, 8.667260231486079, 1.1, 1.1
-0.42590390354286, 8.804600998199719, 1.1, 1.1
-0.8025857987000506, 8.939139851925741, 1.1, 1.1
-1.1802776499433065, 9.070816579047593, 1.1, 1.1
-1.5589540089109875, 9.199634213979191, 1.1, 1.1
