# x_m, y_m, w_tr_right_m, w_tr_left_m
0.0, 0.0, 1.1, 1.1
0.08860577186215579, -0.3898412317735902, 1.1, 1.1
0.13693739954835138, -0.786719792547319, 1.1, 1.1
0.15024251069733907, -1.186369225735966, 1.1, 1.1
0.13369092398830418, -1.5859372124822384, 1.1, 1.1
0.09382775961981338, -1.983879733927651, 1.1, 1.1
0.03537977598994502, -2.3795422689883594, 1.1, 1.1
-0.03670615677299338, -2.772962059281504, 1.1, 1.1
-0.11862867876737937, -3.1644612193257995, 1.1, 1.1
-0.20643340468959082, -3.554687980921747, 1.1, 1.1
-0.29674725775362987, -3.94434385871633, 1.1, 1.1
-0.3860983076064741, -4.3342208001323765, 1.1, 1.1
-0.4709723656787048, -4.72509279727022, 1.1, 1.1
-0.5474097651184238, -5.117693588995982, 1.1, 1.1
-0.6112159481161683, -5.512529526947199, 1.1, 1.1
-0.6571481214273334, -5.909821461506482, 1.1, 1.1
-0.6791506154290445, -6.309115233250722, 1.1, 1.1
-0.6704680241082599, -6.708865418117282, 1.1, 1.1
-0.6234989397513075, -7.10587987133963, 1.1, 1.1
-0.5334953204354065, -7.495392205254751, 1.1, 1.1
-0.4027923272615723, -7.873237567564109, 1.1, 1.1
-0.23629313686365094, -8.236775623379174, 1.1, 1.1
-0.03942957062500341, -8.584839782959722, 1.1, 1.1
0.18231531428730818, -8.917630617631009, 1.1, 1.1
0.42422252850425934, -9.236096832986364, 1.1, 1.1
0.6825534078915183, -9.541418491221041, 1.1, 1.1
0.9539890398996107, -9.835165826471608, 1.1, 1.1
1.2358528118767822, -10.118935911339975, 1.1, 1.1
1.5260021178112524, -10.394238151650647, 1.1, 1.1
1.822706163837566, -10.66247027680096, 1.1, 1.1
2.124368502900282, -10.925118537554265, 1.1, 1.1
2.429773543724224, -11.183409126180877, 1.1, 1.1
2.7377869557344283, -11.43858589872999, 1.1, 1.1
3.0473421470713262, -11.691891406460964, 1.1, 1.1
3.3574802247073094, -11.944483445315942, 1.1, 1.1
3.6672337091191807, -12.197546630415793, 1.1, 1.1
3.9756154215428197, -12.45227841482592, 1.1, 1.1
4.281856987281351, -12.709578306359866, 1.1, 1.1
4.58571482770909, -12.969688965503636, 1.1, 1.1
4.8871288085756035, -13.232627590508024, 1.1, 1.1
5.186109122893754, -13.49833021146814, 1.1, 1.1
5.482557047361382, -13.766855305713591, 1.1, 1.1
5.7764866779271316, -14.038134585709326, 1.1, 1.1
6.067849109401898, -14.312169242502005, 1.1, 1.1
6.356615862849253, -14.58893783506593, 1.1, 1.1
6.64277853052905, -14.868398009398405, 1.1, 1.1
6.926306017548896, -15.150531463898993, 1.1, 1.1
7.207194455859685, -15.435292354010535, 1.1, 1.1
7.485445983114317, -15.72263058399643, 1.1, 1.1
7.761029641744514, -16.012528484213238, 1.1, 1.1
8.034005117612587, -16.304883787424718, 1.1, 1.1
8.304306568388988, -16.59971324297734, 1.1, 1.1
8.572016683422056, -16.896897544507002, 1.1, 1.1
8.837141338957707, -17.196390887615557, 1.1, 1.1
9.099676772870822, -17.49815651659962, 1.1, 1.1
9.3597068202574, -17.802083695887486, 1.1, 1.1
9.617245761398593, -18.108124824013387, 1.1, 1.1
9.872327071932148, -18.41621735019241, 1.1, 1.1
10.125039015283072, -18.72625634871398, 1.1, 1.1
10.375420223830588, -19.03818082377818, 1.1, 1.1
10.623515395648397, -19.35192663207521, 1.1, 1.1
10.869428488757755, -19.66738568728764, 1.1, 1.1
11.11322292606635, -19.984485125926206, 1.1, 1.1
11.35494443638126, -20.30316761757268, 1.1, 1.1
11.594714346122778, -20.623321044089653, 1.1, 1.1
11.832614280568883, -20.94486660803778, 1.1, 1.1
12.068693093322942, -21.26775167624676, 1.1, 1.1
12.30308363542649, -21.591864390756427, 1.1, 1.1
12.535875269681846, -21.917127534572963, 1.1, 1.1
12.767129261382742, -22.2434857535463, 1.1, 1.1
12.996979584915614, -22.570834097624786, 1.1, 1.1
13.225512510643341, -22.899103600946393, 1.1, 1.1
13.452812257567423, -23.228228220700633, 1.1, 1.1
13.679002385015508, -23.55811645204989, 1.1, 1.1
13.904158324996743, -23.888711453005573, 1.1, 1.1
14.128392993085328, -24.219932046667694, 1.1, 1.1
14.351801393404699, -24.55171055978435, 1.1, 1.1
14.57447368484744, -24.883983583294743, 1.1, 1.1
14.796579714435794, -25.216635448598048, 1.1, 1.1
15.018660499151672, -25.549304170021657, 1.1, 1.1
15.241480482838682, -25.881478020892263, 1.1, 1.1
15.465855108018992, -26.212603239231235, 1.1, 1.1
15.692494115374103, -26.542182081750457, 1.1, 1.1
15.922254820547472, -26.869591276677472, 1.1, 1.1
16.155793616737995, -27.19431524409676, 1.1, 1.1
16.394031829106495, -27.515605547893262, 1.1, 1.1
16.637572867373137, -27.8328932923453, 1.1, 1.1
16.887409445755786, -28.145245421612028, 1.1, 1.1
17.144120998094493, -28.45196859032482, 1.1, 1.1
17.408632797857585, -28.751987826830362, 1.1, 1.1
17.681627854570458, -29.044303067597202, 1.1, 1.1
17.96374834483703, -29.327818318509696, 1.1, 1.1
18.255881722413967, -29.600998213918114, 1.1, 1.1
18.558345689239466, -29.862682789784902, 1.1, 1.1
18.871580877989445, -30.111370585324625, 1.1, 1.1
19.19607531787517, -30.345166893087804, 1.1, 1.1
19.531425183819408, -30.563096938296898, 1.1, 1.1
19.876569481696208, -30.765172511428435, 1.1, 1.1
20.230302794952465, -30.951819146805118, 1.1, 1.1
20.59126892119849, -31.124067214041023, 1.1, 1.1
20.95831270540439, -31.282967741741754, 1.1, 1.1
21.33055382738582, -31.4292919888243, 1.1, 1.1
21.707047273093558, -31.564305172398438, 1.1, 1.1
22.087065121639498, -31.68906697665817, 1.1, 1.1
22.470025027242322, -31.80449049483615, 1.1, 1.1
22.85532859146459, -31.911840264554417, 1.1, 1.1
23.242602052237068, -32.01185797883252, 1.1, 1.1
23.631399925075208, -32.105780701518654, 1.1, 1.1
24.02145315873007, -32.19435130297093, 1.1, 1.1
24.412450682072382, -32.27865964036934, 1.1, 1.1
24.80418750162498, -32.35946703481167, 1.1, 1.1
25.1964333820083, -32.437768529710056, 1.1, 1.1
25.58901797721545, -32.514355574359, 1.1, 1.1
25.981757601571054, -32.59014438501728, 1.1, 1.1
