# x_m, y_m, w_tr_right_m, w_tr_left_m
0.0, 0.0, 1.1, 1.1
0.054185051515162286, -0.3962523769636803, 1.1, 1.1
0.1282003846712243, -0.789283572135492, 1.1, 1.1
0.2222438423199833, -1.1780103012230043, 1.1, 1.1
0.3351346750512221, -1.5616901552962545, 1.1, 1.1
0.46671722182482256, -1.9393697016013398, 1.1, 1.1
0.6156672393152789, -2.310546372054553, 1.1, 1.1
0.781703196024985, -2.6744033085471983, 1.1, 1.1
0.9634115474120009, -3.0306954322177653, 1.1, 1.1
1.160480237842357, -3.378729373110332, 1.1, 1.1
1.3715161599540906, -3.718478155304723, 1.1, 1.1
1.5961953687090116, -4.049365095821091, 1.1, 1.1
1.8332541661538428, -4.371500654446454, 1.1, 1.1
2.0823394399620554, -4.684431795624818, 1.1, 1.1
2.3423955684354283, -4.988308790486332, 1.1, 1.1
2.613016215370564, -5.282818098320014, 1.1, 1.1
2.8933930873596623, -5.568056651224364, 1.1, 1.1
3.1830521354939023, -5.843865468347474, 1.1, 1.1
3.4814348096389978, -6.110213969902965, 1.1, 1.1
3.788000906296247, -6.367102201784778, 1.1, 1.1
4.102414512822719, -6.614325011175104, 1.1, 1.1
4.424087334546456, -6.8520269824033875, 1.1, 1.1
4.752857338993181, -7.079812639558156, 1.1, 1.1
5.088131473464053, -7.297912425846363, 1.1, 1.1
5.429823915463743, -7.505812801843049, 1.1, 1.1
5.77740463759158, -7.703711583796235, 1.1, 1.1
6.1307970989732254, -7.891034654837334, 1.1, 1.1
6.4894573512548845, -8.068063984923999, 1.1, 1.1
6.853126442323905, -8.234563994390513, 1.1, 1.1
7.221227773269469, -8.391021251285743, 1.1, 1.1
7.593405539887975, -8.537522304442856, 1.1, 1.1
7.969222064010744, -8.67442020812037, 1.1, 1.1
8.348249989958497, -8.802164008201263, 1.1, 1.1
8.730189422915267, -8.9209229422327, 1.1, 1.1
9.11461570804397, -9.031368455525357, 1.1, 1.1
9.501249924370065, -9.133823021800417, 1.1, 1.1
9.889793342739061, -9.228782918473875, 1.1, 1.1
10.279960558928664, -9.316839429801856, 1.1, 1.1
